,unique_id,city,job_qry,job_title,company_name,location,rating,link,date,full_text,location_full_text
1,pj_00ae57ffa8e1b5ad,Berlin,data+analyst,Senior Data Analyst,Zalando Marketing Services,NOT_FOUND,NOT_FOUND,https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADl5gbPoHEwlCIPoer3Nv39ngWYxTyCz-Q5e5dOYq4vjbI6uwyqH1wBDp6IoPcBlU4xBi0tO6weaFG1TIc-Ei3XYpnbv4zkRKXUPRiNmlCqwbAWDm0kBP4rPW5059ZKB1kOyXb44QEjcXYK0IXG1a0sM1VrL3GnrLYKy1dTb6Q1PL0g7rPUJWazMuUJmvnkVdsvoRrB36u7ls5uxUAgiAJOXjhL7LoeYB_04UPtk-fbGvZKdzW7RUHCnNzujDUNoQ7ap0ip74FKLs5CkrSWXswxMgimymO3tEfZVEbLUJOcYV40DwdFSAP0hQB_8209f1N68NpIeQ4FuS74Hg8dIPOlJRyuJN3mTWVTrmP1mU2ugaKyo-fzS5HTQyhvANs8dSMRiy5OWltqoAfewE-5OKBfNfoivMITIs=&p=0&fvj=0&vjs=3,Vor mehr als 30 Tagen,"The Insights – Digital Data Analyst role provides data-driven value to both our brand partners as well as internally by being the go-to person for the Analytics team as well as the consultants when it comes to transactional and onsite data analysis.
This is an opportunity to be part of the forefront team to shape a new business venture and to personally grow with it. Insights is a data-driven Zalando offer enabling clients in the fashion industry to gain a holistic understanding of their business and consumers. This offer includes project-based consulting services and self-service web interfaces.
WHERE YOUR EXPERTISE IS NEEDED
You will work on consulting projects by scoping, extracting, analyzing and interpreting transactional and onsite data to derive relevant insights together with our consultants.
You will develop new analytical products through e.g. predictive modeling and build minimum viable products (MVPs) in order to test them with our clients so that they can eventually be integrated into our self-service web interfaces or evolve into a standalone product.
You will analyze the success of our self-service web interfaces in terms of usage and user preferences and derive recommendations for improvement.
You will be responsible for monitoring and improving our data quality by analyzing data from various sources, coordinating with internal teams and reviewing calculation methods.
WHAT WE ARE LOOKING FOR
You are an expert in SQL and comfortable to work with large volumes of both transactional and onsite consumer data.
You enjoy working in a commercial context and have experience defining, modeling, testing and evolving analytical models with direct impact on business realities. Special focus on models concerning customers (e.g., customer management, segmentation, value, etc.) is a plus.
You possess relevant professional experience in analytics or controlling in industries such as e-business, retail, consultancy or market research are able to communicate precisely with results.
Extensive knowledge of respective tools and methods, preferably SQL, Google Analytics, BigQuery and Python combined with good mathematical and statistical foundations. Experience in forecasting and predictive models would be a plus.
You are comfortable working with combining and cleaning massive datasets and have advanced skills in data visualization
PERKS AT WORK
Culture of trust, empowerment and constructive feedback, open source commitment, meetups, game nights, 70+ internal technical and fun guilds, knowledge sharing through tech talks, internal tech academy and blogs, product demos, parties & events
Competitive salary, employee share shop, 40% Zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great IT equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings
Extensive onboarding, mentoring and personal development opportunities and an international team of experts
Relocation assistance for internationals, PME family service, and parent & child rooms* (*available only in select locations)
We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. All employment is decided on the basis of qualifications, merit and business need.
ABOUT ZALANDO MARKETING SERVICES
Zalando Marketing Services (ZMS) is the 360° marketing unit of Europe ’s leading online platform for fashion and lifestyle, Zalando. We work with the world’s largest fashion and lifestyle brands and provide them with impactful solutions across all marketing touchpoints, access to relevant audiences and in-depth data knowledge, as well as inspiring creation and content.


At ZMS we create meaningful connections between brands and consumers through a deep understanding of their personalities. We work with brands, agencies and publishers from fashion and beyond to produce innovative, impactful campaigns that reach the right audience at the right moment. Thanks to its holistic mix of cutting-edge and privacy compliant technology, in-depth audience insights, expansive reach and compelling content brands produce successful campaigns across multiple digital marketing channels.
For more information check out this link: https://zms.zalando.com/

Visit our Tech Radar and check our open-source projects.
Please note that all applications must be completed in English using the online form - we do not accept applications via e-mail.",Berlin
2,pj_fb35711a9fb43790,Berlin,data+analyst,Data Analyst - Convenience Proposition Analytics,Zalando SE,NOT_FOUND,"3,2",https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADl5gbPoHEwlCIPoer3Nv39ngWYxTyCz-Q5e5dOYq4vjbI6uwyqH1wBDp6IoPcBlWiDtHQ6QKz_yQqWRGkLXPR7FyAWr_NtRXjkBOHvzaUsEdY_aK9X9MnN9oSXn3LiEUs3gGjW6Sd2-w0cNj56Nz7ESSaeOeHld-q9Dv55ZG9BpwGcJmNWNejYJEijbpXVlcZG1dH9Gwq1ZLxCObWjofKVkAnPRJwtJIGddpyShfHvwXcnAmNBm902rbv-liZgVfdcAUQLc-FrxN0LtBXqPmILRQy_krJqV1NJ7lH5iJIV7nxtvWFKNG5RIO0q6C1bFZ9-JVSGsKAPBCStie_k1HyoeivA-Z4hiqcL8VuIBIOqBZsx7Ae3HsRIl0DkeG5Zxbz-Ph0G38-xT-pUw9cc1vtxan81-uj24U=&p=1&fvj=0&vjs=3,Vor mehr als 30 Tagen,"As a Data Analyst in our Convenience Proposition Analytics team you will be regularly benchmarking Zalando’s fulfillment proposition, supporting investment decisions. You will enable evidence-based decisions with your data analysis expertise optimizing post-checkout experience at an international scale.
If you enjoy examining large amounts of data to uncover hidden patterns and trends and you surface insights as exciting stories, based on beautiful visualizations, then join us - the opportunities to make a personal impact are limitless!
WHERE YOUR EXPERTISE IS NEEDE
Collect benchmarking data and lead statistical analyses to help our business make better decisions.
Understand and solve business challenges to achieve Operational Excellence in fluent business processes.
Work in collaboration with Software Engineering, Analytics and Product, other internal teams and resources to enable data-supported decision making.
Identify gaps and create strategies that help us and other teams scale.
WHAT WE’RE LOOKING FOR
An analytical & entrepreneurial mindset with passion for pioneering new operations from the ground up from a technical and commercial perspective
A business/data analyst with hands-on experience with statistical research techniques such as linear/non-linear regression, time-series modeling, sample size estimation, statistical tests, etc.
Experience in data engineering, ETLs, data modeling and data visualization with a high fluency in Python/R and SQL
Excellent collaboration skills, working in a fast-paced dynamic team environment.
PERKS AT WORK
A workplace run on trust, empowerment and feedback; positive, inspiring working atmosphere
Competitive salary, employee share shop, 40% Zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great IT equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings
Mentoring and personal development opportunities and an international team of experts
Relocation assistance for internationals, PME family service and parent & child rooms* (*available in select locations)
We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. All employment is decided on the basis of qualifications, merit and business need.
ABOUT ZALANDO
Zalando is Europe’s leading online platform for fashion, connecting customers, brands and partners across 17 markets. We drive digital solutions for fashion, logistics, advertising and research, bringing head-to-toe fashion to more than 23 million active customers through diverse skill-sets, interests and languages our teams choose to use.",Berlin
3,pj_59a2d4a2c2ef5df1,Berlin,data+analyst,Data Analyst - Content Attribution,Zalando SE,NOT_FOUND,"3,2",https://de.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ADl5gbPoHEwlCIPoer3Nv39ngWYxTyCz-Q5e5dOYq4vjbI6uwyqH1wBDp6IoPcBlW-ZqCqsa_19pb-I4GHzJcyAhF2ti5pb7nUqmZoDqPBn3ASq-9nbjcRu15oR__qfdxOnEqKpJyS9IWE4d4P35OMIUnj4cmHrR7HhxVIOyJ6f2P5WNM9cenWje9r6IuAXHwsCpnSCodZwoaXFyQW_4fPX1c_wDvgxZvPYRP7wRHEUZC8q9yDXHlG3-dR0EWUXmCrKr3A1FUHN4MTpipdq_RE6w00lpy3C4mBgyFm9rwMJXR-m2_QDZRD38ebpIVEPtHz4a4_hEAVUgLnNlVJDX107ylpfk6UpntdrZLXylkMk1He-tjkVgl6Nve8pGJ0uQqZVGdUSHIpBj7E9p9Z_ije&p=2&fvj=0&vjs=3,Vor mehr als 30 Tagen,"As a Product Analyst in Team Attribution, you will be a part of a high-impact team that plays a pivotal role in optimizing Zalando's onsite content.
We build attribution models quantifying the financial impact of Zalando's inspirational features & campaigns.
You will be empowering our biggest client partners as well as internal stakeholders to analyze media content on Zalando web and app-based on real-time data. Your primary role would involve deep-diving into our vast data sources to develop creative solutions & analyses providing insights to our stakeholders.
WHERE YOUR EXPERTISE IS NEEDED
Work with large, complex data sets applying advanced analytical methods to solve challenging use cases & customer problems.
Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for business priorities.
Responsible for conducting data analysis to make business recommendations and building impactful data visualizations.
Experience in formulating product questions, pulling data from datasets (SQL) and using statistics to answer business questions.
WHAT WE’RE LOOKING FOR
BA/BS or Master's degree in a quantitative field such as; Statistics, Computer Science, Mathematics, Data Sciences.
3+ years of experience in a data-intensive analytics role such as Digital Analytics, Product Analytics or Business Intelligence
Strong proficiency with SQL- based languages. Experience with BigQuery, Python is a plus.
Excellent communication and presentation skills.
Nice to have:
Knowledge of statistical packages (Python/R, etc.)
Google Analytics Certification/experience
PERKS AT WORK
Culture of trust, empowerment and constructive feedback, open source commitment, meetups, game nights, 70+ internal technical and fun guilds, knowledge sharing through tech talks, internal tech academy and blogs , product demos, parties & events
Competitive salary, employee share shop, 40% Zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great IT equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings
Extensive onboarding, mentoring and personal development opportunities and an international team of experts
We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. All employment is decided on the basis of qualifications, merit and business need.
ABOUT ZALANDO
Zalando is Europe’s leading online platform for fashion, connecting customers, brands and partners across 17 markets. We drive digital solutions for fashion, logistics, advertising and research, bringing head-to-toe fashion to more than 23 million active customers through diverse skill-sets, interests and languages our teams choose to use.
Within Zalando Digital Experience (DX), you will work with many autonomous teams that live up to the standards of software craftsmanship, ownership and excellence. Along with our guiding set of principles, we entrust you and your team to shape the future of Zalando.
Please note that all applications must be completed using the online form - we do not accept applications via email.",Berlin
4,p_a9b68595e10a684d,Berlin,data+analyst,Data Analyst,Fy,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=a9b68595e10a684d&fccid=29b06d4069a01f6a&vjs=3,Vor mehr als 30 Tagen,"Data Analyst
At Fy! we are passionate about using technology and data to help people discover things that they love. Our marketplace platform connects people to the most exciting lifestyle products from brands and designers around the world, through a personalised and serendipitous shopping experience.

The role
We believe in making data-driven decisions and are searching for a talented and curious Data Analyst to help discover and understand hidden patterns in our data which can drive growth, and improve the marketplace experience for shoppers and brands alike.
If real-world problems such as real-time recommendation and personalised shopping, visual search, price forecasting, trend analysis, natural language processing for text search, reinforcement learning, and modern experiment design and statistical analysis sound like your thing, then we'd love to hear from you!
This is a full-time role, located in Berlin, Germany.
Remote work is currently not available for this position, we're sorry!
Responsibilities
Curate terabyte-scale data sets.
Derive insights from deep-dive analyses, bringing analytical modelling to bear on data sets which span sale- and supply-side, marketing, logistics and shopper journeys.
Design and build data visualisations, including reports, dashboards, and analyses to empower multi-team stakeholders at Fy! to make data-influenced decisions.
Collaborate in design and analysis of rigorous statistical tests.
Communicate quantitative findings to teams in actionable ways.
Requirements
Bachelors or Masters in Physics, Mathematics, Statistics, Economics, Computer Science or other quantitative discipline field with strong academic record.
Curious, analytical mind with a demonstrated track record of innovative problem solving.
Hands-on experience conducting quantitative analyses on large data sets in an academic or commercial setting.
Coursework or experience with Python, R or other scripting languages, experience with SQL is a plus.
Familiarity with modern software development practices and tools (e.g. Git, unit testing, Docker and cloud platforms).
Participation in MOOC's (e.g. Coursera, Fast.ai (http://fast.ai) and Udacity) or Kaggle competitions are a plus.
Strong written and verbal communication (English).
Flexibility and adaptability to work in a fast-paced startup.
What we offer
Our tech team is composed of experienced generalists and domain experts, and as such we are able to take on complex, interdisciplinary problems. We want you to be part of that, and to be excited by this opportunity!
Mentoring and broad opportunities to expand your role.
Your choice of hardware, screens etc.
Conference and learning budget and support for giving talks and presentations.
Open source ethos.
Free (and plentiful) Five Elephant coffee.
Family-friendly office hours and working culture.
Established business with a clear pathway and resources to grow.
Generous staff discount - fill your home with awesome designer gear!
Absolute bare minimum of meetings. Prepare for a clear calendar.
Want to work in a specific way? We're flexible and want you to be comfortable, happy and productive as part of the team.",Berlin
5,p_d92b4eed7485b716,Berlin,data+analyst,Marketing Data Analyst,Pandata,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=d92b4eed7485b716&fccid=1cbc752a8048ceb3&vjs=3,Vor mehr als 30 Tagen,"As a Marketing Data Analyst you will use your expertise to determine what web and mobile app data needs to be captured and how. You will help to implement what is needed to drive marketing decisions and optimization.

You already have
Experience with Online Marketing and a firm understanding of the underlying concepts
Some knowledge of HTML and JavaScript or other programming languages
The ability to work well in a team and with different client stakeholders
Solid communication skills in English
You want to
Master the tools that drive online marketing
Understand how marketing data is generated, quality tested and analyzed
Develop and expand your technical skill set
Deeply understand how websites and mobile apps work
Learn on from know a variety of interesting client projects and cases
Tasks
Develop Web and Mobile App Tracking strategies and solutions with our clients
Directly work with our clients' developers and marketing stakeholders to implement data solutions
Understand business cases and requirements and translate them into technical solutions
Work with Web and Mobile App Tracking tools like Google Analytics, Firebase, Google Tag Manager, Segment, Adobe Analytics and many more",Berlin
6,p_a282043b5f75419c,Berlin,data+analyst,Data Analyst,Dalia Research GmbH,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=a282043b5f75419c&fccid=a78be685dfa45884&vjs=3,Vor mehr als 30 Tagen,"Founded in 2013 and headquartered in Berlin, Dalia harnesses the app economy and advanced data science to distribute millions of micro-surveys worldwide. we use this real-time data to gather and analyze consumer attitudes, public opinion and market trends. Backed by some of Europe’s leading venture capital firms, Dalia has generated over a billion answers from people spread across +100 countries - with the resulting data cited in over 2,000 news articles globally.

We are looking for a Data Analyst to lead the data generation and delivery process for Dalia’s research projects with global corporations and civil society organizations.

The journey that awaits you:

As a Data Analyst for Process and Automation, you will work cross-functionally supporting the data science, research and project management teams in turning raw data into insights that drive strategic business and product development decisions.
Grow your hard skills in data science, as part of a team that offers teaching & mentoring in multiple programming languages and software kits
Be the guardian of quality and clean data for global research projects in more than 100 countries that explore public opinion of billions of people, and turn the information into insights that generate headlines in 1.000+ news outlets
The opportunity to not only develop your programming skills but to grow as a person. At Dalia, you have a yearly education fund to spend on self-development such as learning German, going to conferences, or on personal coaching.
Your challenge:

Collaborate with the research, project management and data science teams to plan, monitor and tackle all aspects of the data generation and delivery process for Dalia’s research projects with clients.
Take ownership and proactively identify opportunities to automate steps in the data generation and delivery process.
Get your hands dirty with data: transform, clean, and convert raw datasets into public opinion insights for client projects.

Your profile includes:

Data wrangling: experience in data extraction, transformation, and analysis using any statistical software package e.g. Excel, SPSS, Python or R.
Experience in working with relational databases such as MySQL. NoSQL databases such as MongoDB are a plus.
Proven experience in working in a fast-paced project environment with tight deadlines
Strong communicator: you are able to communicate effectively and can adapt your communication style when working cross-functionally.
Focused on optimizing processes; always looking for ways to make our methodology more agile.

Dalia Research is committed to providing a respectful, safe, and welcoming environment for everyone who works here or with us, regardless of their gender identity and expression, sexual orientation, disability, physical appearance, body size, race, age, or religion (or lack thereof).",Berlin
7,p_e37c6cf82f887c6a,Berlin,data+analyst,Junior Data Analyst (f/m/d),Kolibri Games GmbH,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=e37c6cf82f887c6a&fccid=09704f60e923fb83&vjs=3,vor 16 Tagen,"FULL-TIME IN BERLIN, DEENGINEERING & DATA
We are Kolibri Games - mobile games developer from Berlin. Our two games have over 100 million downloads and are on a mission to become the most player-centric games studio out there.

We believe in players, creating values, learning, but, most of all, we believe in people. We strive to offer you a fair recruitment process and a great candidate experience, as well as a friendly environment to work in, with plenty of opportunities to learn and grow. Help us bring joy to people, we promise you will have fun by doing so :)

Junior Data Analyst (f/m/d)

Data is critical in a data-driven company and Kolibri Games is looking for a Junior Game Data Analyst to shape the way we use our data. The ideal candidate is passionate about creating and using accurate data and visualizations to identify trends; and in doing so build trust with game developers, product managers, and marketing alike.

You will work closely with the Data Platform team to help standardize, govern, and truly understand the wide breadth of data that we collect. You will create and analyze down-to-earth in-game metrics, offer insights, and most of all ensure that everything data related makes sense; all in service of making data a key part of our winning formula of becoming the most player-centric games studio out there.

Responsibilities

Work with Data Platform to ensure our data is high-quality and can be used by stakeholders in a logical way.
Provide end-user friendly, visualizations and insights to product managers, game designers, leadership, and marketing.
Synthesize data into new insightful metrics and help us challenge the status quo in pursuit of growth.
Encourage data usage throughout the company by sharing insights, reports, and other data driven facts to help end users make smarter decisions.
Manage and govern the data types, events, and KPI definitions we use as a company

Required Skills

Previous experience using Data Visualisation Tools such as; Looker, Tableau or similar
Expertise with SQL and Familiarity with either Python, R or similar
The ability to understand data and communicate this in a coherent manner to technical as well as non-technical team members
Ability to work within a fast-paced environment

Your Benefits – We’re game to support you

Competitive Salary - We believe that top performers should receive top payment
Training Budget - We believe in learning. A generous personal learning budget to spend on learning and development, including books, workshops and attending conferences. We also offer in-house training such as coding and German classes
Flexible working hours and Home office – We believe in a good work-life balance
Equipment - State-of-the-art technical equipment, including laptops and phones, which may also be used in your free time
Health and Fitness - We pay €50 towards a monthly gym membership or a fitness activity
Relocation - Relocation support to help you move to Berlin
Pension - Opportunity to save for your pension tax-free

Bonus Level – We love to have a good time, too

Food and Drinks - Fresh fruits to keep you healthy and fresh coffee to keep you alert. We also have a fully stocked fridge with Smoothies, Coke, Club Mate, beer etc
Parties and Team Events - Apart from our regular parties, BBQ’s and movie nights we also have a team event budget you can use to buy games or sports equipment to make working here even more fun
Company Holidays - Every year we go on an amazing company holiday to relax and bond as a team. Last summer we went to Greece!
Friday Celebrations - Company-provided dinner and drinks on Friday afternoons

Kolibri Games is an equal opportunity employer. We come from 25 different countries and many different backgrounds. We celebrate diversity and we are committed to creating an inclusive environment for all employees, regardless of their age, gender identity, sexual orientation, ethnicity, religion, physical appearance or disability.

We are an international studio, so don’t forget to send in your application in English. Although it is not mandatory, we always appreciate a cover letter stating your motivation to join us.

We look forward to hearing from you!
Perks
Training Budget
Flexible Working Hours
Home Office
Travel and relocation",Berlin
8,p_616b8ae98298d6f2,Berlin,data+analyst,Intelligence Analyst,Pinkerton,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=616b8ae98298d6f2&fccid=1fb5c7fd9f769623&vjs=3,vor 1 Tag,"The Intelligence Analyst provides input and expertise on all intelligence matters including processes, support requirements, technical aspects, and operational methods.
DETAILS
Essential Functions

The functions listed describe the business purpose of this job. Specific duties or tasks may vary and be documented separately. The employee might not be required to perform all functions listed. Additional duties may be assigned, and functions may be modified, according to business necessity.
All assigned duties or tasks are deemed to be part of the essential functions, unless such duties or tasks are unrelated to the functions listed, in which case they are deemed to be other (non-essential) functions.
Employees are held accountable for successful job performance. Job performance standards may be documented separately, and may include functions, objectives, duties or tasks not specifically listed herein.
In performing functions, duties or tasks, employees are required to know and follow safe work practices, and to be aware of company policies and procedures related to job safety, including safety rules and regulations. Employees are required to notify superiors upon becoming aware of unsafe working conditions.
All functions, duties or tasks are to be carried out in an honest, ethical and professional manner, and to be performed in conformance with applicable company policies and procedures. In the event of uncertainty or lack of knowledge of company policies and procedures, employees are required to request clarification or explanations from superiors or authorized company representatives.
The Essential Functions Include:
Represent Pinkerton's core values of integrity, vigilance, and excellence.
Respond in a timely manner to requests for intelligence information; correlate intelligence and contextual data of cases with data used in preparing briefing materials, presentation briefings, and drafting information papers/articles on intelligence issues.
Review and verify information and Intelligence Reports, Alert Notices, Crime Prevention Surveys, and other reports as required; disseminate data via reports or other analytical products, to appropriate client staff members.
Provide advice, counsel, and provide recommendations with appropriate responses based upon a thorough and accurate analysis to supervisors and assigned Intelligence Coordinators.
Assess and maintain a variety of situational awareness tools to quickly and accurately advise decision-makers on possible courses of action.
Review and utilize diagnostic tools and technology to develop complex data compilations.
Research, evaluate, integrate, and analyze all-source data in the preparation and presentation of clear, concise, in-depth intelligence analytical products; focus on threats to operations (research and development, production, delivery systems, doctrine, and capabilities) prepared in response to collection tasking and other requirements.
Perform research, analysis, and reporting on threat environments, as directed.
May represent the organization in the preparation and presentation of security related information and intelligence briefings at conferences, working groups, and planning sessions.
Directly support travel protection initiatives through preparation of location threat briefs.
Serve as a professional representative of the company while protecting client interests.
All other duties, as assigned.
Minimum Hiring Standards

Additional qualifications may be specified and receive preference, depending upon the nature of the position.
Must have Reifezeugnis/Abitur or equivalent.
Must be willing to participate in the Company's pre-employment screening process including drug testing and/or background investigation.
Must meet the country's age requirement.
Must have a reliable means of communication (i.e., email, cell phone).
Must have a reliable means of transportation (public or private).
Must have the legal right to work in the Germany.
Must have the ability to speak, read, and write English.
Education/Experience

Bachelor's degree with three to five years of related experience or an equivalent combination of education and experience sufficient to perform the essential functions of the job, as determined by the company.
Competencies

Additional language skills, preferred; Russian, Arabic.
Experience in Geopolitics, International Affairs, Political Science, Philosophy, Security, Intelligence, Strategic Analysis, etc.
Able to develop and recommend policy and initiatives appropriate to client needs.
Able to organize and implement various client specific programs in an efficient and effective manner, meeting all deliverables and deadlines.
Able to evaluate and recommend changes in intelligence operations methods.
Demonstrated analytical expertise; accurately draw conclusions by synthesizing raw data and information from multiple unrelated sources into a finished comprehensive product.
Able to identify and solve complex problems.
Exceptional time/stress management skills.
Able to carry out responsibilities with little or no supervision and, at times, under adverse situations.
Able to present and defend intelligence positions to a variety of audiences including staff, representatives, and members of the Board.
Interact effectively at all levels of an organization and across diverse cultural and language barriers.
Computer skills; Microsoft Office.
Working Conditions

With or without reasonable accommodation, requires the physical and mental capacity to perform effectively all essential functions. In addition to other demands, the demands of the job include:
Must undergo and meet company standards for background and reference checks, drug testing, and/or behavioral selection survey.
Maintain composure in dealing with authorities, executives, clients, staff, and the public occasionally under conditions of urgency and in pressure situations.
Exposure to sensitive and confidential information.
Regular computer usage.
Ability to handle multiple tasks concurrently.
Must be able to see, hear, speak, and write clearly in order to communicate with employees and/or customers.
Manual dexterity required for occasional reaching and lifting of small objects and operating office equipment.
Close and distance vision and ability to adjust focus.
Frequent sitting.
Travel, as required.
Pinkerton is an equal opportunity employer and provides equal opportunity to all applicants for all positions without regard to race/ethnicity, color, national origin, ancestry, sex/gender, gender identity/expression, sexual orientation, marital/prenatal status, pregnancy/childbirth or related conditions, religion, creed, age, disability, genetic information, veteran status or any protected status by local, state, federal or country-specific law.",Berlin
9,p_f1957245f833a488,Berlin,data+analyst,(Junior) Data Analyst *,myToys.de,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=f1957245f833a488&fccid=007a56649baa78fd&vjs=3,Heute,"(Junior) Data Analyst *
in Berlin
Alle Mitarbeiterinnen und Mitarbeiter in jeder der 123 Einzelgesellschaften der Otto Group tragen täglich mit innovativen Ideen dazu bei, uns unserem gemeinsamen Ziel näher zu bringen: in allen Bereichen Best in Class zu werden.
Als (Junior) Data Analyst * unterstützt Du durch folgendes Aufgabenprofil unsere Marketingteams dabei im Rahmen eines datengetriebenen Marketings optimierte und personalisierte Maßnahmen zu entwickeln:
Analysen zum Kaufverhalten der Kunden und zu Kohortenentwicklungen
Entwicklung von Scoring-Modellen
Definieren und Dokumentieren von relevanten Kennzahlen und Erstellung von Regelreports (z.B. CRM Dashboards)
Weiterentwicklung von Kundensegmentierungen und -selektionen für Marketingmaßnahmen
Entdecken von Trends und Mustern in den Kundendaten zur Entwicklung eines tieferen Verständnisses über die Kundenmotive und -bedürfnisse
Interpretieren der Analyseergebnisse und Ableiten von Handlungsempfehlungen für das Marketing

Unsere Anforderungen:
Abgeschlossenes Studium mit analytischem Schwerpunkt (BWL, VWL, Mathematik, Statistik, Sozialwissenschaften, Psychologie, Wirtschaftsinformatik o.ä.)
Gerne Berufserfahrung in der Datenanalyse (Warenkorb- und Kundenwertanalyse, Kundenselektionen)
SQL-Kenntnisse (Datenmodellierung, Datenqualitätsprozesse) und Kenntnisse mit Tools zur statistischen Datenanalyse (z. B. R, SPSS, Python) und Datenvisualisierung (z.B. Tableau)
Erfahrungen mit Datenbanken (z. B. Oracle), heterogenen Datenlandschaften und großen Datenmengen wünschenswert
Verständnis für marketingstrategische Fragestellungen
Innovationsgeist und Eigeninitiative für Deine Projekte
Kommunikationsstärke und Durchsetzungsfähigkeit
Belastbarkeit und Teamfähigkeit in einem dynamischen Umfeld
Lösungsorientierte, strukturierte und eigenverantwortliche Arbeitsweise

Was wir dir bieten:
Einen attraktiven, zentral gelegenen Arbeitsplatz in Berlin-Schöneberg
Flexible Arbeitszeiten für eine optimale Vereinbarkeit von Familie und Beruf
Spannende, fordernde und facettenreiche Aufgaben mit viel Eigenverantwortung sowie individuelle Entwicklungsmöglichkeiten
Motivierte, humorvolle und fachstarke Kollegen
Flache Hierarchien sowie eine sympathische Duz-Kultur
Eine moderne offene Feedback-Kultur mit regelmäßigen Jour Fixen / Teamevents
Mitarbeiterrabatte, Getränke-Flatrate sowie zahlreiche weitere Vergünstigungen

Wir erklären ausdrücklich, dass bei uns jede Person, unabhängig des Geschlechts, der Nationalität oder der ethnischen Herkunft, der Religion oder der Weltanschauung, einer Behinderung, des Alters sowie der sexuellen Identität, willkommen ist.
Auf Grund der aktuellen Ereignisse möchten wir Euch versichern, dass wir weiterhin Kaltwasserspringer und Teamplayer suchen, die mit viel Eigenverantwortung die MYTOYS GROUP voranbringen. Wir arbeiten auf vielen Kanälen, um Interviews, Challanges und Teamkennenlernen zu ermöglichen und um Euch einen guten Einblick in unsere Unternehmenskultur zu liefern. Ihr dürft Euch also wie gewohnt auf einen zügigen und transparenten Prozess verlassen. Lasst uns diese unwägbaren Zeiten gemeinsam bewältigen und unser Ziel, Familien gemeinsam glücklich zu machen, weiterverfolgen.

MYTOYS GROUP
Isabelle Hoffmann
Potsdamer Straße 192
10783 Berlin

Begeistert? Dann erlebe myToys.de und bewirb Dich jetzt bevorzugt online mit Deinen vollständigen Unterlagen inkl. Angabe Deines Gehaltswunsches.",Berlin
10,p_5526321dcebbd377,Berlin,data+analyst,Data Analyst (m/f/d),Cortado Holding AG,Berlin,NOT_FOUND,https://de.indeed.com/rc/clk?jk=5526321dcebbd377&fccid=d99cd78d8f093e6a&vjs=3,Vor mehr als 30 Tagen,"Data Analyst (m/w/d)

The Cortado corporate group, headquartered in Berlin, is looking for a data analyst to evaluate marketing and sales data from our software solutions.
Your Tasks Include:
Independently develop ideas on how to create added value from existing or new data sources, and actively seek direct exchange the requirements of individual departments.
Create new KPIs and implement analysis and dashboards that will enable us to make faster and better decisions.
Develop dashboards that deliver not only relevant information, but actionable insights.
Create ad hoc reports and dashboards and derive action-oriented insights.
What You Offer:
Experience with Google Analytics.
Power BI is a nice-to-have.
Work experience in statistics, business intelligence or data warehouse.
A can-do attitude, from receiving a task to its implementation.
An analytical mind combined with the ability to clearly express recommendations for practical implementation.
Professional working proficiency in both German and English.
What We Offer:
Flexible, family-friendly working hours with childcare subsidies.
Smartphone sponsorship, employee stock purchase plan, team events, company pension scheme, Cortado BikePass, company e-bike use.
A dynamic and open working atmosphere, flat hierarchies and short decision paths.
Large, bright offices directly on the Spree river in Berlin’s Tiergarten district, easily accessible by bicycle, bus and rail.
A large cafeteria and free organic-quality drinks.
A games console lounge for breaks and for sporty employees, we even have showers.
We look forward to receiving your application!
If you have any questions, simply contact Jeannette Boidol by phone at: +49 (0)30 408 198 700.
For further information on careers at the Cortado Holding group of companies, as well as all current vacancies, make sure to visit our career page .",Berlin
